id,person_name,updated,reviewed,performance,potential,category,peformance_potential,feedback_sent,polarity,confidence,word_count
10114,Jayden Rees,True,True,Moderate,Low,2,2: Moderate : Low,Her input were very insightful and original with some good thinking to back up.,POSITIVE,0.9943090677261353,14
10114,Jayden Rees,True,True,Moderate,Low,2,2: Moderate : Low,"However, she has shown decreased interest and motivation at her assigned tasks lately and seems to wander off during office hour more often.",NEGATIVE,0.9950045943260193,23
10114,Jayden Rees,True,True,Moderate,Low,2,2: Moderate : Low,Her work were actually decent and satisfactory.,POSITIVE,0.9848428964614868,7
10129,Teagan Pate,False,False,Moderate,Low,2,2: Moderate : Low,Teagan Pate Is getting better at performance.,POSITIVE,0.7480270266532898,7
10129,Teagan Pate,False,False,Moderate,Low,2,2: Moderate : Low,She still need a bit of improvement.,NEGATIVE,0.9874566197395325,7
10129,Teagan Pate,False,False,Moderate,Low,2,2: Moderate : Low,With more training she will be great.,POSITIVE,0.9926279187202454,7
10129,Teagan Pate,False,False,Moderate,Low,2,2: Moderate : Low,She is a great team worker!,POSITIVE,0.9962645173072815,6
10132,Teagan Pate,False,False,Moderate,Low,2,2: Moderate : Low,Teagan Pate has meet the requirements for his performance.,POSITIVE,0.9985710382461548,9
10132,Teagan Pate,False,False,Moderate,Low,2,2: Moderate : Low,He has meet his expectations of what was needed.,POSITIVE,0.9973848462104797,9
10132,Teagan Pate,False,False,Moderate,Low,2,2: Moderate : Low,We are satisfied with the results.,POSITIVE,0.9973903298377991,6
10132,Teagan Pate,False,False,Moderate,Low,2,2: Moderate : Low,There is little potential for Teagan to ascend from average in performance.,NEGATIVE,0.9992225170135498,12
10172,Brynlee Byers,False,False,Moderate,Low,2,2: Moderate : Low,Brynlee Byers is a good member in the team and he works hard in his part yet he didn't get outstanding result due to his low potential and moderate performance as he is more of a hard worker not a smart worker he needs to do his best in the future,NEGATIVE,0.9912120699882507,51
10173,Brynlee Byers,False,False,Moderate,Low,2,2: Moderate : Low,Brynlee Byers is a category 2: 'Average Performer'.,NEGATIVE,0.9949933886528015,8
10173,Brynlee Byers,False,False,Moderate,Low,2,2: Moderate : Low,Her appearance is often sloppy and her demeanor is less than eager.,NEGATIVE,0.999560534954071,12
10173,Brynlee Byers,False,False,Moderate,Low,2,2: Moderate : Low,"While she is often punctual and will stay late if needed, she regularly makes mistakes that her supervisor has to account for.",NEGATIVE,0.9966357350349426,22
10173,Brynlee Byers,False,False,Moderate,Low,2,2: Moderate : Low,"Hopefully her performance will improve with experience, in meantime she is not recommended for advancement.",NEGATIVE,0.9838385581970215,15
10174,Brynlee Byers,False,False,Moderate,Low,2,2: Moderate : Low,Brynlee performs at an average level in her position.,NEGATIVE,0.9895378351211548,9
10174,Brynlee Byers,False,False,Moderate,Low,2,2: Moderate : Low,She achieves the minimum required of her.,POSITIVE,0.9904663562774658,7
10174,Brynlee Byers,False,False,Moderate,Low,2,2: Moderate : Low,"She attends to her duties to the degree necessary, but rarely goes above and beyond.",POSITIVE,0.9872273206710815,15
10174,Brynlee Byers,False,False,Moderate,Low,2,2: Moderate : Low,"At present, she shows little potential for future advancement withint the company.",NEGATIVE,0.9974009990692139,12
10175,Brynlee Byers,False,False,Moderate,Low,2,2: Moderate : Low,Brynlee Byers has much to offer in his work.,POSITIVE,0.9975472092628479,9
10175,Brynlee Byers,False,False,Moderate,Low,2,2: Moderate : Low,He gives consistent importance to the tasks set for him by the team.,POSITIVE,0.9997250437736511,13
10175,Brynlee Byers,False,False,Moderate,Low,2,2: Moderate : Low,At times his lack of talent has let him down.,NEGATIVE,0.999131977558136,10
10175,Brynlee Byers,False,False,Moderate,Low,2,2: Moderate : Low,This could be improved with a more hands on approach.,NEGATIVE,0.9797568917274475,10
10211,Emerson Rose,False,False,Moderate,Low,2,2: Moderate : Low,Emerson Rose becomes the quality worker she needs to be when finishing tasks.,POSITIVE,0.9991884827613831,13
10211,Emerson Rose,False,False,Moderate,Low,2,2: Moderate : Low,She has much to learn and has not shown the talent required.,NEGATIVE,0.9995984435081482,12
10211,Emerson Rose,False,False,Moderate,Low,2,2: Moderate : Low,That being said she continues to excel.,POSITIVE,0.997528612613678,7
10211,Emerson Rose,False,False,Moderate,Low,2,2: Moderate : Low,Her tasks completion has been at times good quality.,POSITIVE,0.9870604276657104,9
10212,Emerson Rose,False,False,Moderate,Low,2,2: Moderate : Low,Emerson Rose is a good team player and is able to perform medium complexity tasks well.,POSITIVE,0.9991207718849182,16
10212,Emerson Rose,False,False,Moderate,Low,2,2: Moderate : Low,"However, when it comes to somewhat complex tasks, they are not able to quickly adapt inasmuch their learning curve is quite steep even for relatively less complex items.",NEGATIVE,0.9981780052185059,28
10212,Emerson Rose,False,False,Moderate,Low,2,2: Moderate : Low,"Having said that, I do believe that they can improve by asking more questions.",POSITIVE,0.9516469240188599,14
10212,Emerson Rose,False,False,Moderate,Low,2,2: Moderate : Low,As a team we are ready to help Emerson increase their output by sharing our knowledge.,POSITIVE,0.9979913234710693,16
10213,Emerson Rose,False,False,Moderate,Low,2,2: Moderate : Low,Emerson Rose is an appropriate level of performer.,POSITIVE,0.9996943473815918,8
10213,Emerson Rose,False,False,Moderate,Low,2,2: Moderate : Low,They show up to work on time every day and complete their tasks.,POSITIVE,0.9984714388847351,13
10213,Emerson Rose,False,False,Moderate,Low,2,2: Moderate : Low,"However, they are rather lackluster in their drive to succeed at the company.",NEGATIVE,0.9992548823356628,13
10213,Emerson Rose,False,False,Moderate,Low,2,2: Moderate : Low,They rarely ask for additional responsibilities and they are often on break or going to the restroom or walking around work trying to talk to/distract their coworkers.,POSITIVE,0.8393974900245667,27
10213,Emerson Rose,False,False,Moderate,Low,2,2: Moderate : Low,The aforementioned information is why I am recommending Emerson be rated as a Category 2: Average Performer.,NEGATIVE,0.9977840781211853,17
10214,Emerson Rose,False,False,Moderate,Low,2,2: Moderate : Low,"Emerson Rose is pretty good at his job, but I don't believe he will be able to progress very far.",POSITIVE,0.5412266850471497,20
10214,Emerson Rose,False,False,Moderate,Low,2,2: Moderate : Low,"While I don't have any specific problems with how he does his job, he does not excel either.",NEGATIVE,0.9772018194198608,18
10214,Emerson Rose,False,False,Moderate,Low,2,2: Moderate : Low,There are others in the company more deserving of their jobs than he is.,NEGATIVE,0.9538557529449463,14
10214,Emerson Rose,False,False,Moderate,Low,2,2: Moderate : Low,I regret that he is unlikely to improve with time.,NEGATIVE,0.9988818764686584,10
10215,Emerson Rose,False,False,Moderate,Low,2,2: Moderate : Low,Emerson Rose is a fairly average worker.,POSITIVE,0.8429476022720337,7
10215,Emerson Rose,False,False,Moderate,Low,2,2: Moderate : Low,she puts out satisfactory work and she shows little potential.,NEGATIVE,0.8978375792503357,10
10215,Emerson Rose,False,False,Moderate,Low,2,2: Moderate : Low,I would like to see a little bit more from her because other people tend to out work her.,NEGATIVE,0.5514262914657593,19
10215,Emerson Rose,False,False,Moderate,Low,2,2: Moderate : Low,However I am satisfied with her being at the company and she benefits the company,POSITIVE,0.939795196056366,15
20007,Elliot Gray,False,True,Moderate,Low,2,2: Moderate : Low,Elliot does good work.,POSITIVE,0.9733746647834778,4
20007,Elliot Gray,False,True,Moderate,Low,2,2: Moderate : Low,"He performs what he has to, nothing else.",POSITIVE,0.7689319252967834,8
20007,Elliot Gray,False,True,Moderate,Low,2,2: Moderate : Low,He will not be a leader if he doesnt work harder.,POSITIVE,0.5395031571388245,11
20007,Elliot Gray,False,True,Moderate,Low,2,2: Moderate : Low,Hes good where hes at now.,POSITIVE,0.996277391910553,6
20008,Elliot Gray,True,True,Moderate,Low,2,2: Moderate : Low,Elliot is fairly effective at managing his workload.,POSITIVE,0.9996069073677063,8
20008,Elliot Gray,True,True,Moderate,Low,2,2: Moderate : Low,He has been a consistent team member.,POSITIVE,0.9988391995429993,7
20008,Elliot Gray,True,True,Moderate,Low,2,2: Moderate : Low,"Though, he has not sought help to achieve better results.",NEGATIVE,0.993324339389801,10
20008,Elliot Gray,True,True,Moderate,Low,2,2: Moderate : Low,He needs initiative to become one of our rising stars.,POSITIVE,0.9833735227584839,10
20009,Elliot Gray,False,True,Moderate,Low,2,2: Moderate : Low,"Elliot Gray attends all staff meetings and has been presented with daily targets, which are met about 65% of the time.",POSITIVE,0.996156632900238,21
20009,Elliot Gray,False,True,Moderate,Low,2,2: Moderate : Low,At times it appears that Elliot struggles to display ambition to succeed and close deals.,NEGATIVE,0.9978793859481812,15
20009,Elliot Gray,False,True,Moderate,Low,2,2: Moderate : Low,"He rarely seeks out new potential clients and at times can be rather timid in his approach, reducing the confidence in the transaction.",NEGATIVE,0.9978756904602051,23
20009,Elliot Gray,False,True,Moderate,Low,2,2: Moderate : Low,It is therefore not recommended that his name be put forth for promotion at this time as his leadership potential is not high.,NEGATIVE,0.9963592886924744,23
20010,Elliot Gray,False,True,Moderate,Low,2,2: Moderate : Low,Elliot Gray is a hard worker but delivers to a standard level.,POSITIVE,0.9986335635185242,12
20010,Elliot Gray,False,True,Moderate,Low,2,2: Moderate : Low,The group tasks he has undertaken with the team have always been to an adequate standard.,POSITIVE,0.9989863038063049,16
20010,Elliot Gray,False,True,Moderate,Low,2,2: Moderate : Low,What he lacks in momentum he makes up for in good work.,POSITIVE,0.9805488586425781,12
20010,Elliot Gray,False,True,Moderate,Low,2,2: Moderate : Low,"He has shown that he is capable of holding his on, despite the circumstances.",POSITIVE,0.9992380142211914,14
177,Bruno Johns,False,False,High,Low,3,3: High : Low,John Bruno is a definite asset to your dealership.,POSITIVE,0.9996057152748108,9
177,Bruno Johns,False,False,High,Low,3,3: High : Low,I am so happy to be dealing with him during the termination of my 7th vehicle.,POSITIVE,0.989818274974823,16
177,Bruno Johns,False,False,High,Low,3,3: High : Low,He and I understood each other and we were able to make this a very pleasant experience.,POSITIVE,0.9983737468719482,17
177,Bruno Johns,False,False,High,Low,3,3: High : Low,"He was instrumental in closing this deal with me, as I had already decided that I was not going to return.",POSITIVE,0.9440559148788452,21
177,Bruno Johns,False,False,High,Low,3,3: High : Low,"However, John made me the offer I was expecting to get initially.",POSITIVE,0.8162106275558472,12
177,Bruno Johns,False,False,High,Low,3,3: High : Low,"He is a great salesperson, and my husband and I will probably be back to work with him for our 8th and 9th lease.",POSITIVE,0.9967964291572571,24
177,Bruno Johns,False,False,High,Low,3,3: High : Low,"Thanks John, you are special.",POSITIVE,0.9938206076622009,5
177,Bruno Johns,False,False,High,Low,3,3: High : Low,:),POSITIVE,0.9771959781646729,1
178,Bruno Johns,False,False,High,Low,3,3: High : Low,generally performs well and requires little additional guidance.,POSITIVE,0.9910120964050293,8
179,Bruno Johns,False,False,High,Low,3,3: High : Low,IT WAS GOOD.,POSITIVE,0.9297503232955933,3
179,Bruno Johns,False,False,High,Low,3,3: High : Low,The employee fully meets the established job expectations and is a reliable and solid performer.,POSITIVE,0.9966327548027039,15
179,Bruno Johns,False,False,High,Low,3,3: High : Low,The employee generally performs well and requires little additional guidance.,POSITIVE,0.9916906356811523,10
179,Bruno Johns,False,False,High,Low,3,3: High : Low,The individual demonstrates initiative to meet goals and objectives of the position.,POSITIVE,0.9997822642326355,12
181,Bruno Johns,False,False,High,Low,3,3: High : Low,Bruno johns is person who performs really great .He is a solid performer.,POSITIVE,0.9989004135131836,13
181,Bruno Johns,False,False,High,Low,3,3: High : Low,He also does his best in every job assigned .,POSITIVE,0.99870765209198,10
181,Bruno Johns,False,False,High,Low,3,3: High : Low,but the potential of Bruno johns is low,NEGATIVE,0.996272087097168,8
182,Bruno Johns,False,False,High,Low,3,3: High : Low,Bruno Johns had a rather strong showing tis quarter with the sales volume.,POSITIVE,0.9027940630912781,13
182,Bruno Johns,False,False,High,Low,3,3: High : Low,"Given his high performance this time around, I question his ability to continue in the long run.",NEGATIVE,0.9194873571395874,17
182,Bruno Johns,False,False,High,Low,3,3: High : Low,We will need to evaluate further to gain a better understanding.,NEGATIVE,0.9995393753051758,11
182,Bruno Johns,False,False,High,Low,3,3: High : Low,He works hard but also has other priorities.,POSITIVE,0.989957869052887,8
183,Benjamin Roberts,False,False,High,Low,3,3: High : Low,"Whenever I give Benjamin an assignment, I put 100% of my trust in him to get the job done, and to get the job done well.",POSITIVE,0.9981012940406799,26
183,Benjamin Roberts,False,False,High,Low,3,3: High : Low,"I never need to question whether he understood the instructions I provided, or whether he will need follow-up assistance.",POSITIVE,0.9799745678901672,19
183,Benjamin Roberts,False,False,High,Low,3,3: High : Low,I love that he's self-motivated and confident enough to complete tasks independently.,POSITIVE,0.9988908171653748,12
183,Benjamin Roberts,False,False,High,Low,3,3: High : Low,"However, because Benjamin is not interested in the client-facing projects available at our company I do not see him advancing much further in his positions since he is not interested in taking on jobs with more of a challenge.",NEGATIVE,0.9874746203422546,39
184,Benjamin Roberts,False,False,High,Low,3,3: High : Low,Ben is a great worker who blazes through his duties.,POSITIVE,0.9981922507286072,10
184,Benjamin Roberts,False,False,High,Low,3,3: High : Low,"His is smart, diligent, and enthusiastic about completing his work.",POSITIVE,0.996695876121521,10
184,Benjamin Roberts,False,False,High,Low,3,3: High : Low,"On the flip side, he doesn't really venture outside of his prescribed duties.",NEGATIVE,0.9960808157920837,13
184,Benjamin Roberts,False,False,High,Low,3,3: High : Low,"He also hasn't shown much interest in doing so, either.",NEGATIVE,0.9997441172599792,10
184,Benjamin Roberts,False,False,High,Low,3,3: High : Low,"That said, he is an absolutely workhorse who's doing great with his current duties.",POSITIVE,0.9970763921737671,14
185,Benjamin Roberts,False,False,High,Low,3,3: High : Low,"Benjamin is always a high performing worker in our company, but he just doesn't show any room for improvement or anywhere to get better.",NEGATIVE,0.9996024966239929,24
186,Eloise Foster,False,False,High,Low,3,3: High : Low,Eloise Foster is a follower rather than a leader.,NEGATIVE,0.9733302593231201,9
186,Eloise Foster,False,False,High,Low,3,3: High : Low,"While she does complete her tasks in a timely manner, she does so without being inventive.",NEGATIVE,0.9824442267417908,16
186,Eloise Foster,False,False,High,Low,3,3: High : Low,In team settings she gladly does the lions share of work.,POSITIVE,0.9967561364173889,11
186,Eloise Foster,False,False,High,Low,3,3: High : Low,But does not contribute her own ideas.,NEGATIVE,0.9627635478973389,7
186,Eloise Foster,False,False,High,Low,3,3: High : Low,She will gladly let someone else take the lead.,NEGATIVE,0.7157604694366455,9
187,Eloise Foster,False,False,High,Low,3,3: High : Low,Foster works really hard to acheive his targets.,POSITIVE,0.9892697930335999,8
187,Eloise Foster,False,False,High,Low,3,3: High : Low,He has a few issues when explaining the idea to a larger group of people.,NEGATIVE,0.9988731741905212,15
187,Eloise Foster,False,False,High,Low,3,3: High : Low,He needs more guidance to acheive more outcome.,NEGATIVE,0.9915927648544312,8
187,Eloise Foster,False,False,High,Low,3,3: High : Low,More interactions with the clients enable him to explore more issues and their solutions.,POSITIVE,0.9985026121139526,14
187,Eloise Foster,False,False,High,Low,3,3: High : Low,He is a good team leader.,POSITIVE,0.9926013350486755,6
188,Eloise Foster,False,False,High,Low,3,3: High : Low,"Eloise is quite reliable, and we can always count on her to go above and beyond.",POSITIVE,0.9984564781188965,16
188,Eloise Foster,False,False,High,Low,3,3: High : Low,"Yet, we also aren't really sure we see her going too high in the company, as she's best suited where she is.",NEGATIVE,0.9539903402328491,22
188,Eloise Foster,False,False,High,Low,3,3: High : Low,"With that being said, we're quite fortunate to have Eloise.",POSITIVE,0.9984706044197083,10
188,Eloise Foster,False,False,High,Low,3,3: High : Low,She is a real boon to the company.,POSITIVE,0.9955912828445435,8
189,Benjamin Roberts,False,False,High,Low,3,3: High : Low,Benjamin is someone that I can always rely on to turn in strong work.,POSITIVE,0.9998086094856262,14
189,Benjamin Roberts,False,False,High,Low,3,3: High : Low,"He always meets his deadlines, but more often he will turn in work several days early, which I always appreciate.",POSITIVE,0.9972514510154724,20
189,Benjamin Roberts,False,False,High,Low,3,3: High : Low,"He doesn't have much more room to grow and improve but ultimately I appreciate that Benjamin is a rock on his team who's always steady, stable, and ready to get the job done.",POSITIVE,0.9995985627174377,33
189,Benjamin Roberts,False,False,High,Low,3,3: High : Low,I've been very happy with the reports that I've received from him.,POSITIVE,0.9859176278114319,12
190,Benjamin Roberts,False,False,High,Low,3,3: High : Low,Works very well.,POSITIVE,0.9953340888023376,3
190,Benjamin Roberts,False,False,High,Low,3,3: High : Low,Might not be offered promotion but is reliable.,POSITIVE,0.9987677335739136,8
191,Benjamin Roberts,False,False,High,Low,3,3: High : Low,Ben was a great colleague of mine.,POSITIVE,0.995091438293457,7
191,Benjamin Roberts,False,False,High,Low,3,3: High : Low,He did his day to day tasks and went above and beyond.,POSITIVE,0.998730480670929,12
191,Benjamin Roberts,False,False,High,Low,3,3: High : Low,"Everything i had him do, he did well.",POSITIVE,0.9929597973823547,8
191,Benjamin Roberts,False,False,High,Low,3,3: High : Low,Unfortunately I believe he has maxed out his potential with us,NEGATIVE,0.9843424558639526,11
192,Eloise Foster,False,False,High,Low,3,3: High : Low,Eloise is a great employee but doesn't have much ambition.,NEGATIVE,0.9245079755783081,10
192,Eloise Foster,False,False,High,Low,3,3: High : Low,She needs to try to help others or become passionate about something outside of her work so she can be promoted into a different role.,NEGATIVE,0.6363774538040161,25
192,Eloise Foster,False,False,High,Low,3,3: High : Low,She is consistently performing well and is a role model to her peers.,POSITIVE,0.9964514970779419,13
192,Eloise Foster,False,False,High,Low,3,3: High : Low,I expect her to continuously exceed at her work.,NEGATIVE,0.948576033115387,9
193,Eloise Foster,False,False,High,Low,3,3: High : Low,I know that I can always count on Eloise to turn in high quality work product to me.,POSITIVE,0.9992176294326782,18
193,Eloise Foster,False,False,High,Low,3,3: High : Low,She's always met every single deadline I've asked her to meet.,POSITIVE,0.990140974521637,11
193,Eloise Foster,False,False,High,Low,3,3: High : Low,"Moreover, I never have to review her work since she's so reliable and consistently shows her sophistication in research and writing.",POSITIVE,0.9982396364212036,21
193,Eloise Foster,False,False,High,Low,3,3: High : Low,"At the same time, I believe she's hit her maximum capacity and thus don't see much room for growth in her remaining.",NEGATIVE,0.9978109002113342,22
194,Eloise Foster,False,False,High,Low,3,3: High : Low,Eloise was an absolute pleasure to work with.,POSITIVE,0.9983094930648804,8
194,Eloise Foster,False,False,High,Low,3,3: High : Low,She did great work and met all of her expectations.,POSITIVE,0.9880133867263794,10
194,Eloise Foster,False,False,High,Low,3,3: High : Low,Unfortunately I did not see any room for growth.,NEGATIVE,0.9954326152801514,9
194,Eloise Foster,False,False,High,Low,3,3: High : Low,I believe she has maximized her ability within out department,POSITIVE,0.9962937235832214,10
195,Edward Bates,False,False,High,Low,3,3: High : Low,Edward Bates performance is great.,POSITIVE,0.9960246086120605,5
195,Edward Bates,False,False,High,Low,3,3: High : Low,He completes what is needed with no problems.,POSITIVE,0.9990348815917969,8
195,Edward Bates,False,False,High,Low,3,3: High : Low,What is concerning is his potential.,POSITIVE,0.9986579418182373,6
195,Edward Bates,False,False,High,Low,3,3: High : Low,He is lacking the potential to move forward.,NEGATIVE,0.9998821020126343,8
196,Edward Bates,False,False,High,Low,3,3: High : Low,Edward is someone that I know I can count on in a pinch if a client has requested a report at the last minute.,POSITIVE,0.999427318572998,24
196,Edward Bates,False,False,High,Low,3,3: High : Low,He will stay up late to get the job done on time because he's that conscientious about his work.,POSITIVE,0.533261775970459,19
196,Edward Bates,False,False,High,Low,3,3: High : Low,"As much as I appreciate his technical abilities and his diligence I do not see him advancing much further from where he is, because he is so quiet and introverted.",POSITIVE,0.894770622253418,30
196,Edward Bates,False,False,High,Low,3,3: High : Low,Our business requires an aggressive personality for client development and clients find it hard to connect with Edward.,NEGATIVE,0.9636843204498291,18
198,Freya Price,False,False,High,Low,3,3: High : Low,Freya price is a hard worker.,NEGATIVE,0.8803463578224182,6
198,Freya Price,False,False,High,Low,3,3: High : Low,There always has to be solid support at the entry level and this is it.,POSITIVE,0.9949495792388916,15
198,Freya Price,False,False,High,Low,3,3: High : Low,She gives 100% every time but only when the bare minimum is required.,POSITIVE,0.7728042006492615,13
199,Freya Price,False,False,High,Low,3,3: High : Low,"Freya Price has the right mindset and attitude needed to succeed, despite her having issues problem solving.",POSITIVE,0.9997099041938782,17
199,Freya Price,False,False,High,Low,3,3: High : Low,I think that with proper communication she can be a very reliable employee.,POSITIVE,0.9750345349311829,13
199,Freya Price,False,False,High,Low,3,3: High : Low,However I would not entrust any grand responsibilities onto her with hopes of ingenuity.,NEGATIVE,0.506199300289154,14
199,Freya Price,False,False,High,Low,3,3: High : Low,Every employee has a role and hers is one that we embrace.,POSITIVE,0.9976511597633362,12
200,Freya Price,False,False,High,Low,3,3: High : Low,I love having Freya as a member of my team because she's someone I can immediately turn to if a client is trying to navigate a particularly sticky legal issue.,POSITIVE,0.9995988011360168,30
200,Freya Price,False,False,High,Low,3,3: High : Low,Freya thinks of very creative legal arguments and she's well-versed in all of the statues and codes necessary to inform the direction that the client should take.,POSITIVE,0.9995394945144653,27
200,Freya Price,False,False,High,Low,3,3: High : Low,"At the same time, I don't think Freya has much room to grow in this organization because she's uninterested in business development.",NEGATIVE,0.999775230884552,22
200,Freya Price,False,False,High,Low,3,3: High : Low,"Unfortunately, this piece of the business that she doesn't want to touch is something that all partners at the next level of the company need to be able to do and master.",NEGATIVE,0.9764159321784973,32
201,Matthew Reid,False,False,High,Low,3,3: High : Low,I consider Matthew to be the true quarterback of my team of analysts.,POSITIVE,0.9988223910331726,13
201,Matthew Reid,False,False,High,Low,3,3: High : Low,"He is so reliable and his colleagues really respect his advice and opinions about research analysis, report drafting, and client interactions.",POSITIVE,0.9907041192054749,21
201,Matthew Reid,False,False,High,Low,3,3: High : Low,"Unfortunately, however, I think Matthew's chances of promotion to the partner level are slim.",NEGATIVE,0.8991641402244568,14
201,Matthew Reid,False,False,High,Low,3,3: High : Low,"He hasn't demonstrated enough ambition or boldness to be able to bring in new client business, and this personality limitation is going to be a hindrance that will be very hard for him to overcome.",NEGATIVE,0.9991500377655029,35
203,Matthew Reid,False,False,High,Low,3,3: High : Low,"Matthew never steps a foot wrong, he always gets the job done to a well standard and is a joy to work with.",POSITIVE,0.997374415397644,23
203,Matthew Reid,False,False,High,Low,3,3: High : Low,"Matthew makes sure he listens to others and uses their feedback to help better his work, which allows him to never step a foot wrong.",POSITIVE,0.9974199533462524,25
203,Matthew Reid,False,False,High,Low,3,3: High : Low,"Matthew should try and discuss ideas with others which may help take his work to that next stage, it'll not only mean better quality work but it'll show that he has great leadership skills.",POSITIVE,0.95753413438797,34
204,Conner Mcintyre,False,False,High,Low,3,3: High : Low,The employee fully meets the established job expectations and is a reliable and solid performer.,POSITIVE,0.9966327548027039,15
204,Conner Mcintyre,False,False,High,Low,3,3: High : Low,The employee generally performs well and requires little additional guidance.,POSITIVE,0.9916906356811523,10
204,Conner Mcintyre,False,False,High,Low,3,3: High : Low,The individual demonstrates initiative to meet goals and objectives of the position.,POSITIVE,0.9997822642326355,12
210,Leo Lee,False,False,High,Low,3,3: High : Low,Leo is an absolutely necessary member to have on our team.,POSITIVE,0.9997841715812683,11
210,Leo Lee,False,False,High,Low,3,3: High : Low,We would not be able to produce half of the work that we produce without Leo since he probably does the work of about five people.,NEGATIVE,0.9330231547355652,26
210,Leo Lee,False,False,High,Low,3,3: High : Low,"I'm impressed by how adeptly, quickly and efficiently he churns out high-quality reports with sophisticated analysis.",POSITIVE,0.9998472929000854,16
210,Leo Lee,False,False,High,Low,3,3: High : Low,"However, I don't see Leo advancing much further.",NEGATIVE,0.5740060210227966,8
210,Leo Lee,False,False,High,Low,3,3: High : Low,He has no interest in taking on a leadership role and lacks the communication skills to be able to make it in a manager role.,NEGATIVE,0.9998602867126465,25
212,Emilia Davidson,False,False,High,Low,3,3: High : Low,Emilia Davidson is great when it comes to her performance.,POSITIVE,0.9952991008758545,10
212,Emilia Davidson,False,False,High,Low,3,3: High : Low,She is always exeptional at what she does.,NEGATIVE,0.9359526038169861,8
212,Emilia Davidson,False,False,High,Low,3,3: High : Low,"Unfortunately, she lack potential.",NEGATIVE,0.996692419052124,4
212,Emilia Davidson,False,False,High,Low,3,3: High : Low,She will need to work on this to move forward.,NEGATIVE,0.9521756172180176,10
213,Emilia Davidson,False,False,High,Low,3,3: High : Low,Emilia is is a great worker.,POSITIVE,0.9938514232635498,6
213,Emilia Davidson,False,False,High,Low,3,3: High : Low,"She is always on time, is very detail oriented, and consistently produces high quality work.",POSITIVE,0.9997115731239319,15
213,Emilia Davidson,False,False,High,Low,3,3: High : Low,My only concern is that she does not respond well to feedback and is a bit complacent.,NEGATIVE,0.9976761937141418,17
213,Emilia Davidson,False,False,High,Low,3,3: High : Low,She does not seem to want to learn or improve and is happy with her current skill set.,NEGATIVE,0.9429522752761841,18
213,Emilia Davidson,False,False,High,Low,3,3: High : Low,She is a very skilled worker but is unlikely to improve or compromise.,POSITIVE,0.581561803817749,13
214,Emilia Davidson,False,False,High,Low,3,3: High : Low,Emilia has produced amazing quality of work this quarter.,POSITIVE,0.9993725419044495,9
214,Emilia Davidson,False,False,High,Low,3,3: High : Low,"The work submitted is of top quality, and she often works far more efficiently compared to her coworkers.",POSITIVE,0.9983291029930115,18
214,Emilia Davidson,False,False,High,Low,3,3: High : Low,"However, Emilia never seeks to improve her work; she often spends workdays on her phone, and she uses company property for personal use.",NEGATIVE,0.5068278312683105,23
214,Emilia Davidson,False,False,High,Low,3,3: High : Low,"She is encouraged to maximize her abilities, and be mindful of how she uses company resources.",POSITIVE,0.9833303093910217,16
215,Emilia Davidson,False,False,High,Low,3,3: High : Low,Emilia Davidson has been a consistent employee at our company.,POSITIVE,0.9989309906959534,10
215,Emilia Davidson,False,False,High,Low,3,3: High : Low,"She is very dedicated and determined to complete her assignments, and at the end of the day outshines most of her co-workers with her output.",POSITIVE,0.9943830966949463,25
215,Emilia Davidson,False,False,High,Low,3,3: High : Low,I believe goal setting in other areas could push Emilia to a possible promotion.,NEGATIVE,0.9683844447135925,14
215,Emilia Davidson,False,False,High,Low,3,3: High : Low,Emilia works very nicely with the standards that our company expects.,POSITIVE,0.9975436329841614,11
216,Finley Gray,False,False,High,Low,3,3: High : Low,Finley always turns in work of impressive quality.,POSITIVE,0.9993002414703369,8
216,Finley Gray,False,False,High,Low,3,3: High : Low,She is extremely attentive to detail and always goes the extra mile to check her work.,POSITIVE,0.9992613196372986,16
216,Finley Gray,False,False,High,Low,3,3: High : Low,She is skillful at communicating with clients and understanding intuitively what they need from us.,POSITIVE,0.9989573955535889,15
216,Finley Gray,False,False,High,Low,3,3: High : Low,"At the same time, I don't see Finley succeeding in a manager role in the future, because she has no interest in leading others.",NEGATIVE,0.9968922734260559,24
220,Finley Gray,False,False,High,Low,3,3: High : Low,"Finley has, as usual, produce quality work.",POSITIVE,0.9995530247688293,7
220,Finley Gray,False,False,High,Low,3,3: High : Low,"He is easily one of the smartest people in the office, and his work rarely contains any errors.",POSITIVE,0.9993706345558167,18
220,Finley Gray,False,False,High,Low,3,3: High : Low,"The team rarely has any technical problems when Finley is working with them; however, he does not put in any efforts to improve productivity or the quality of his work.",POSITIVE,0.8149679899215698,30
220,Finley Gray,False,False,High,Low,3,3: High : Low,"He is often uninterested, and only speaks at work when he has to.",NEGATIVE,0.9984169006347656,13
220,Finley Gray,False,False,High,Low,3,3: High : Low,"Although he is a smart guy, he should seek to greatly improve his attitude towards his work, rather than only working for the paycheck.",NEGATIVE,0.9680250883102417,24
221,Nolan Jacobson,False,False,High,Low,3,3: High : Low,Nolan Jacobson has kept production levels consistent.,POSITIVE,0.9995550513267517,7
221,Nolan Jacobson,False,False,High,Low,3,3: High : Low,Nolan can be counted on to complete his work and goes beyond to provide more than is expected.,POSITIVE,0.9987853169441223,18
221,Nolan Jacobson,False,False,High,Low,3,3: High : Low,He has high efficency and smashes his goals.,POSITIVE,0.9977627992630005,8
